customer_id,customer_segment,region,tenure_months,product_count,digital_logins_30d,app_sessions_change_pct,salary_inflow,salary_inflow_change_pct,avg_balance,balance_change_pct,direct_debits,complaint_count_90d,overdraft_usage_rate,card_spend_30d,open_banking_connected,churn_probability_simulated,churn_flag
C000879,Mass,North West,11,1,5,-0.116,1,0.21,1800.0,-0.564,6,0,0.06,189.36,0,0.2891,0
C000880,Young professional,Yorkshire,72,1,8,-0.196,1,0.019,1102.25,-0.095,4,0,0.186,227.83,0,0.1419,0
C000881,Student,London,45,1,10,0.268,1,0.048,789.4,0.302,3,0,0.556,136.41,0,0.1419,0
C000882,Mass,Wales,10,2,10,0.096,1,-0.229,5345.21,-0.142,7,0,0.469,352.02,1,0.2059,1
C000883,Mass,Wales,6,5,8,-0.103,1,0.181,155.84,0.666,7,0,0.016,403.14,0,0.0794,0
C000884,Affluent,London,62,2,5,0.108,1,-0.164,623.07,-0.01,1,1,0.158,413.74,0,0.1545,0
C000885,Mass,West Midlands,83,2,9,-0.007,1,-0.262,3092.52,-0.286,5,0,0.137,309.66,0,0.168,0
C000886,Young professional,Scotland,112,1,9,-0.193,1,0.216,243.01,0.073,2,0,0.063,165.45,0,0.1419,0
C000887,Mass,Scotland,60,3,4,0.178,1,-0.251,838.93,-0.354,5,0,0.059,92.09,0,0.2789,1
C000888,Mass,Wales,31,2,9,-0.137,1,-0.081,427.9,-0.096,9,0,0.101,562.26,0,0.1091,0
C000889,SME owner,Scotland,91,3,6,0.116,1,0.116,1909.47,-0.525,5,0,0.194,179.84,0,0.1545,0
C000890,SME owner,Scotland,104,2,9,-0.458,0,-0.018,397.85,-0.154,2,0,0.129,258.02,1,0.2497,0
C000891,Affluent,North West,77,2,8,-0.237,1,-0.239,1283.77,0.322,10,0,0.222,410.99,0,0.168,0
C000892,Mass,Wales,115,2,9,-0.525,1,0.166,4334.71,0.04,5,0,0.086,228.19,0,0.148,0
C000893,Young professional,South East,7,3,9,-0.064,1,-0.162,7251.95,0.148,2,0,0.652,980.82,0,0.1611,0
C000894,Young professional,South East,82,4,11,0.139,1,0.048,408.13,0.262,1,0,0.184,319.04,1,0.063,0
C000895,Mass,Yorkshire,77,3,6,0.041,1,-0.154,1244.79,-0.167,3,0,0.311,103.59,1,0.0871,0
C000896,Young professional,South East,44,2,8,0.274,1,-0.192,1494.64,0.076,6,0,0.322,95.0,0,0.0871,0
C000897,Mass,Yorkshire,112,1,5,0.185,1,-0.237,420.59,0.107,2,0,0.05,216.05,0,0.2592,0
C000898,Mass,West Midlands,28,3,5,-0.582,1,0.103,104.29,-0.127,3,0,0.249,245.11,1,0.1824,0
C000899,Mass,London,68,3,9,-0.117,1,0.037,1698.38,-0.144,6,0,0.277,81.17,1,0.0871,0
C000900,Young professional,South East,84,3,13,0.504,0,-0.359,181.46,-0.401,0,0,0.046,214.54,0,0.4256,0
C000901,Mass,Scotland,51,3,8,-0.147,1,0.098,550.92,0.025,3,0,0.189,439.53,1,0.0871,0
C000902,Young professional,Wales,81,2,9,-0.15,0,-0.081,621.09,-0.16,2,0,0.278,244.57,0,0.1545,0
C000903,Mass,South East,74,1,8,-0.35,1,-0.047,979.76,-0.183,5,0,0.307,480.11,0,0.2315,1
C000904,SME owner,London,87,1,7,-0.258,1,0.031,443.47,0.19,5,0,0.059,653.29,0,0.2315,1
C000905,Young professional,Yorkshire,112,5,3,-0.245,1,0.021,344.18,-0.353,6,0,0.167,254.07,0,0.1141,1
C000906,Affluent,West Midlands,91,3,11,-0.102,1,-0.234,1289.83,0.229,4,0,0.112,160.74,0,0.168,0
C000907,Mass,Yorkshire,101,3,7,-0.496,0,-0.313,492.23,0.253,1,0,0.294,1560.59,0,0.4134,0
C000908,Student,London,96,2,12,0.282,0,-0.589,203.94,-0.058,1,0,0.084,373.49,1,0.2789,0
C000909,Mass,Scotland,83,1,7,0.228,1,-0.259,816.58,-0.41,4,0,0.069,116.36,0,0.4013,0
C000910,Mass,West Midlands,89,3,6,-0.493,1,-0.21,1267.36,0.371,5,0,0.034,300.27,0,0.2689,0
C000911,Young professional,London,118,3,3,-0.046,0,-0.344,226.27,-0.018,1,0,0.023,391.21,0,0.2789,0
C000912,Affluent,Scotland,73,1,4,0.114,1,0.034,9753.18,-0.083,6,0,0.146,103.22,0,0.1419,1
C000913,Young professional,North West,54,1,19,-0.049,1,-0.071,317.69,-0.398,3,0,0.258,159.52,1,0.2405,0
C000914,SME owner,North West,42,5,13,-0.01,1,0.107,1914.78,0.375,2,0,0.011,137.86,0,0.063,0
C000915,Young professional,Scotland,108,3,12,-0.263,1,-0.007,352.09,-0.495,10,0,0.501,382.36,0,0.2497,0
C000916,Student,North West,17,1,11,-0.071,1,0.071,406.9,-0.043,5,0,0.257,306.32,0,0.1751,0
C000917,SME owner,Yorkshire,42,1,10,-0.418,1,0.17,1027.47,0.246,5,0,0.02,219.13,0,0.2315,1
C000918,Mass,West Midlands,74,2,14,0.178,1,-0.1,496.4,-0.008,4,0,0.314,460.6,0,0.0871,0
C000919,Affluent,North West,7,3,9,-0.044,1,0.224,2947.72,-0.207,6,0,0.098,431.14,1,0.1091,0
C000920,Student,North West,5,5,12,-0.371,1,0.0,379.67,-0.017,8,1,0.142,276.57,1,0.2315,0
C000921,Young professional,West Midlands,36,4,9,0.334,1,-0.271,390.08,0.072,2,0,0.213,115.46,1,0.1545,0
C000922,Student,Wales,15,2,11,0.128,1,-0.104,450.41,0.464,3,0,0.147,149.42,1,0.1091,0
C000923,Mass,London,5,2,6,-0.228,1,-0.113,522.72,-0.2,7,0,0.214,261.95,1,0.1091,0
C000924,Affluent,Yorkshire,97,1,10,-0.128,1,-0.246,2361.65,-0.217,3,0,0.179,23.58,0,0.2592,0
C000925,Mass,Wales,47,3,11,-0.21,1,-0.102,233.05,0.049,5,1,0.484,92.13,0,0.1545,0
C000926,Mass,Yorkshire,73,1,3,0.396,0,0.002,1278.99,-0.135,0,0,0.376,100.73,1,0.2405,0
C000927,Student,Scotland,106,1,13,-0.386,1,0.031,264.27,-0.206,5,0,0.35,166.35,0,0.2315,0
C000928,Mass,North West,101,3,11,-0.318,1,0.146,131.27,-0.452,6,0,0.191,262.25,1,0.2497,0
C000929,Affluent,Wales,6,3,11,-0.152,1,0.02,6371.92,0.024,2,0,0.112,282.77,1,0.1091,0
C000930,Young professional,Wales,107,2,12,0.099,1,-0.161,1386.67,-0.322,6,0,0.057,97.0,1,0.1545,0
C000931,Young professional,Scotland,76,2,5,-0.055,1,-0.067,737.19,0.047,4,0,0.18,222.76,0,0.0871,0
C000932,Affluent,Yorkshire,119,1,13,-0.224,1,0.123,3516.57,-0.152,3,0,0.104,545.33,1,0.1419,0
C000933,Mass,Wales,51,2,7,-0.381,0,0.163,403.39,-0.166,2,0,0.409,613.27,0,0.2497,0
C000934,Mass,Yorkshire,49,4,10,-0.165,0,-0.176,526.11,-0.136,2,0,0.224,476.93,1,0.1141,0
C000935,Affluent,Wales,104,1,5,0.048,1,-0.169,1341.6,-0.068,6,0,0.23,122.58,1,0.1419,0
C000936,SME owner,Scotland,103,1,8,-0.262,0,-0.467,1427.89,0.305,1,0,0.166,657.97,1,0.5498,0
C000937,Young professional,South East,64,2,11,0.107,1,-0.276,774.53,-0.182,2,0,0.294,384.8,0,0.168,0
C000938,Mass,Wales,26,2,8,-0.096,1,-0.004,1506.08,-0.015,5,0,0.313,1365.94,0,0.1091,1
C000939,Mass,Yorkshire,103,3,4,0.096,1,-0.157,925.27,0.07,7,0,0.054,477.43,0,0.0871,0
C000940,Young professional,Wales,27,4,8,0.026,0,-0.087,203.3,-0.441,3,0,0.218,436.41,0,0.2405,1
C000941,Mass,North West,16,3,8,0.109,0,-0.302,1352.83,-0.383,1,0,0.035,654.35,1,0.4875,0
C000942,Mass,Wales,42,4,10,0.069,1,0.124,3089.13,0.35,3,0,0.009,231.3,0,0.063,0
C000943,SME owner,West Midlands,79,2,9,-0.315,1,-0.126,948.41,-0.076,5,0,0.085,284.4,1,0.148,1
C000944,Mass,North West,72,2,10,0.415,0,-0.319,784.51,0.127,3,0,0.127,1075.4,0,0.2789,1
C000945,Mass,South East,17,1,11,-0.045,1,-0.06,734.46,-0.189,10,0,0.425,815.02,0,0.1751,0
C000946,Mass,South East,5,4,9,0.099,1,-0.129,1793.59,0.354,1,0,0.046,1013.32,0,0.0794,0
C000947,Young professional,Wales,94,3,8,0.628,1,0.261,1836.88,-0.191,2,0,0.173,144.69,1,0.0871,0
C000948,Student,London,78,1,22,0.091,0,-0.133,416.98,-0.199,1,0,0.181,273.14,0,0.2405,0
C000949,Student,Yorkshire,8,5,13,0.035,1,0.003,1071.04,-0.29,5,0,0.032,444.41,0,0.0794,0
C000950,Mass,North West,89,2,11,0.279,1,-0.101,1268.69,-0.319,1,0,0.093,129.68,1,0.1545,0
C000951,Mass,Yorkshire,14,2,6,0.201,0,-0.263,110.62,0.053,4,1,0.12,96.16,0,0.4875,1
C000952,SME owner,London,119,2,7,-0.047,1,-0.149,426.45,-0.018,4,0,0.39,94.17,0,0.0871,0
C000953,Young professional,South East,109,2,10,-0.267,1,0.069,84.36,-0.06,7,0,0.39,951.34,1,0.148,0
C000954,Mass,Yorkshire,92,1,5,-0.18,1,0.334,79.83,0.099,3,0,0.03,114.39,0,0.1419,1
C000955,Affluent,Scotland,81,3,11,0.207,1,-0.005,526.37,0.365,7,0,0.188,160.1,0,0.0871,0
C000956,SME owner,Wales,54,3,13,0.101,1,0.299,491.28,-0.147,3,0,0.39,421.71,0,0.0871,0
C000957,Mass,West Midlands,119,3,4,-0.589,1,-0.028,593.25,-0.495,8,0,0.078,435.01,1,0.2497,0
C000958,Mass,Yorkshire,12,3,9,-0.185,0,-0.344,148.82,0.173,3,0,0.182,343.48,0,0.3318,1
C000959,Affluent,South East,90,4,4,-0.08,0,-0.372,6073.18,-0.379,3,0,0.193,1054.29,0,0.343,0
C000960,Mass,North West,95,1,11,-0.312,1,-0.068,469.56,-0.065,4,0,0.016,109.88,0,0.2315,0
C000961,Young professional,South East,114,2,11,-0.06,1,0.025,161.99,-0.172,4,1,0.081,562.42,0,0.1545,0
C000962,Mass,West Midlands,27,2,12,-0.051,1,0.224,223.77,0.371,3,1,0.263,1262.36,1,0.19,0
C000963,Affluent,Scotland,2,3,6,0.066,1,-0.067,450.84,-0.013,7,0,0.223,602.97,0,0.1091,0
C000964,Mass,West Midlands,19,2,8,-0.27,1,0.027,977.69,0.26,11,0,0.303,146.79,1,0.1824,0
C000965,Student,West Midlands,15,2,10,0.036,1,0.098,268.99,-0.116,7,0,0.087,217.96,0,0.1091,0
C000966,Mass,Yorkshire,4,1,6,-0.219,1,0.291,452.98,-0.286,2,0,0.14,75.33,1,0.1751,0
C000967,Mass,London,117,1,15,-0.11,1,-0.074,329.81,-0.214,7,0,0.133,571.47,0,0.1419,0
C000968,Mass,Yorkshire,51,1,4,0.014,1,0.169,754.37,-0.195,4,0,0.079,423.18,1,0.1419,1
C000969,Mass,West Midlands,4,3,7,-0.102,1,-0.146,1229.47,-0.02,6,0,0.043,275.7,1,0.1091,0
C000970,Mass,West Midlands,72,2,10,0.071,1,0.085,1647.22,-0.282,1,0,0.221,331.68,1,0.0871,0
C000971,Young professional,North West,63,3,11,0.489,1,0.144,289.44,0.36,2,0,0.014,46.39,0,0.0871,0
C000972,Mass,Wales,60,3,13,-0.09,0,-0.065,2517.99,-0.166,3,0,0.114,317.66,0,0.1545,0
C000973,Young professional,West Midlands,41,3,5,0.181,1,-0.143,2133.11,-0.022,3,0,0.044,745.31,0,0.0871,0
C000974,Mass,London,74,3,12,-0.162,1,-0.365,354.52,-0.05,8,0,0.311,460.87,0,0.168,0
C000975,Young professional,Yorkshire,114,2,2,0.489,1,-0.506,97.93,-0.009,4,0,0.19,255.57,0,0.31,1
C000976,Mass,South East,37,1,5,-0.027,1,-0.203,1179.32,0.229,6,0,0.202,318.25,0,0.2592,0
C000977,Mass,Yorkshire,101,4,4,-0.334,1,0.07,2978.49,-0.206,3,0,0.292,391.16,0,0.1091,1
C000978,Affluent,Yorkshire,93,1,5,0.056,0,-0.316,1539.78,0.146,2,0,0.512,1115.11,0,0.4013,0
C000979,Young professional,South East,87,1,11,-0.002,1,-0.108,663.71,0.103,3,0,0.119,114.26,0,0.1419,0
C000980,Young professional,West Midlands,28,3,7,-0.07,1,-0.048,97.52,-0.213,3,0,0.167,550.29,1,0.1091,0
C000981,Young professional,West Midlands,105,2,11,-0.163,1,-0.245,449.87,0.18,6,0,0.129,123.57,1,0.168,0
C000982,Affluent,Yorkshire,28,1,8,-0.288,1,0.051,1148.92,0.05,6,0,0.162,399.55,0,0.2789,0
C000983,Affluent,London,6,4,12,-0.209,1,0.157,995.39,-0.153,6,0,0.151,271.79,0,0.0794,0
C000984,SME owner,Yorkshire,66,3,12,0.17,0,-0.384,1212.32,0.052,4,0,0.137,103.91,0,0.2789,0
C000985,Mass,Wales,109,3,7,-0.25,1,-0.195,699.14,-0.154,4,0,0.19,473.55,1,0.0871,0
C000986,Mass,London,49,1,11,-0.326,0,-0.219,327.22,-0.076,1,0,0.328,167.37,1,0.5498,0
C000987,Affluent,Yorkshire,96,5,12,0.025,1,0.263,13606.36,-0.061,6,0,0.064,990.18,0,0.063,0
C000988,Student,Yorkshire,113,2,16,-0.025,1,-0.02,564.06,0.282,7,0,0.08,64.11,0,0.0871,0
C000989,Mass,Wales,120,1,6,0.03,1,-0.083,718.54,-0.121,9,0,0.088,272.38,1,0.1419,0
C000990,Mass,North West,96,2,14,0.1,1,0.071,2432.63,0.105,5,0,0.03,275.27,0,0.0871,0
C000991,Young professional,Scotland,86,1,14,-0.095,0,-0.056,390.92,-0.201,1,0,0.111,193.04,0,0.2405,0
C000992,Affluent,Wales,51,2,4,-0.213,1,-0.146,2914.79,0.171,5,0,0.27,125.09,0,0.0871,0
C000993,Student,Yorkshire,80,1,10,0.018,1,-0.036,1086.3,-0.039,6,1,0.297,700.07,1,0.2405,0
C000994,Affluent,Scotland,6,3,13,-0.387,0,0.053,13364.16,-0.288,2,0,0.369,238.3,1,0.2994,0
C000995,Young professional,Yorkshire,90,1,10,0.005,1,0.068,205.88,0.826,4,0,0.262,169.3,1,0.1419,0
C000996,Mass,Scotland,38,2,8,0.293,1,0.242,385.81,0.086,4,0,0.148,184.06,0,0.0871,0
C000997,Mass,North West,35,1,6,0.496,1,-0.076,3094.95,0.331,5,0,0.123,659.3,0,0.1751,0
C000998,Mass,West Midlands,109,2,6,-0.412,1,-0.036,1195.2,-0.132,4,0,0.299,244.56,1,0.148,0
C000999,Mass,London,44,2,9,0.25,0,0.094,1083.24,-0.113,3,0,0.06,74.49,1,0.1545,0
C001000,SME owner,Yorkshire,29,5,8,-0.133,1,0.31,954.48,-0.025,4,0,0.217,247.56,0,0.0794,0
C001001,Mass,South East,82,5,15,-0.371,1,0.012,845.56,0.227,5,0,0.302,118.84,0,0.1091,0
C001002,Young professional,South East,47,1,8,0.075,1,0.046,673.84,-0.026,1,0,0.389,149.27,1,0.1419,0
C001003,Mass,West Midlands,101,4,7,-0.249,1,0.066,10229.88,0.063,4,0,0.228,268.48,0,0.063,0
C001004,Mass,Wales,11,1,6,-0.159,1,-0.14,556.6,0.229,3,0,0.192,236.65,0,0.1751,1
C001005,Young professional,West Midlands,16,4,7,-0.123,0,-0.317,1105.55,-0.139,1,1,0.307,169.63,0,0.4013,0
C001006,Affluent,Scotland,72,1,7,-0.047,1,-0.291,6741.8,0.092,4,0,0.265,163.81,0,0.2592,0
C001007,Young professional,Wales,117,2,12,-0.17,0,-0.086,958.88,-0.254,2,0,0.281,172.84,0,0.1545,0
C001008,Mass,London,60,1,11,0.118,1,-0.074,1166.72,0.016,7,0,0.012,145.39,1,0.1419,0
C001009,Affluent,South East,88,5,7,-0.361,1,0.277,3053.88,0.018,6,0,0.284,152.9,0,0.1091,0
C001010,Student,Yorkshire,44,2,15,0.003,1,-0.155,434.81,0.347,6,0,0.037,680.08,0,0.0871,0
C001011,Mass,Scotland,12,1,7,-0.257,1,-0.03,959.33,-0.301,2,0,0.237,149.76,0,0.4256,0
C001012,Mass,Scotland,26,2,6,0.221,0,-0.177,133.2,-0.401,2,0,0.26,125.52,0,0.31,0
C001013,Mass,Wales,62,3,5,-0.187,1,-0.499,969.06,-0.322,7,0,0.023,662.57,1,0.2789,0
C001014,Affluent,Yorkshire,110,1,13,-0.098,1,0.0,311.84,0.027,4,0,0.056,737.59,0,0.1419,0
C001015,Mass,South East,73,1,8,0.222,1,0.114,318.96,-0.599,6,0,0.063,260.74,0,0.2405,0
C001016,Mass,South East,68,2,7,-0.095,0,-0.23,761.25,0.33,3,0,0.074,663.93,1,0.2789,0
C001017,Mass,Wales,44,3,14,-0.04,1,0.079,1152.52,0.059,10,0,0.101,538.94,0,0.0871,0
C001018,Young professional,Scotland,11,2,10,0.196,1,-0.27,728.87,0.03,3,0,0.013,143.58,0,0.2059,0
C001019,Student,Scotland,87,2,23,-0.341,0,0.015,1219.04,0.035,3,0,0.159,742.62,1,0.2497,0
C001020,Mass,North West,55,2,11,-0.352,1,0.007,456.34,0.161,6,0,0.19,516.79,1,0.148,0
C001021,Mass,West Midlands,15,2,10,-0.297,1,-0.104,274.67,-0.075,4,0,0.226,447.75,0,0.1824,1
C001022,SME owner,Wales,53,4,11,0.181,0,0.016,621.15,-0.088,2,0,0.304,401.53,1,0.1141,0
C001023,Affluent,Wales,90,2,8,-0.013,1,-0.205,2820.28,-0.35,4,0,0.315,578.45,0,0.2789,0
C001024,Mass,Yorkshire,115,4,9,0.022,1,0.19,363.68,-0.057,4,0,0.194,372.95,1,0.063,0
C001025,Student,Scotland,101,1,13,-0.203,1,0.178,1056.63,0.008,4,0,0.255,194.72,0,0.1419,0
C001026,Mass,North West,32,1,6,-0.067,0,-0.327,2395.92,0.001,1,0,0.202,361.84,1,0.4626,1
C001027,Mass,Yorkshire,36,5,10,0.178,0,0.052,331.47,0.299,3,0,0.103,384.06,0,0.1419,0
C001028,Affluent,North West,97,2,7,0.1,0,-0.135,3360.02,-0.046,2,0,0.394,186.62,1,0.1545,0
C001029,Student,North West,97,4,14,0.005,1,-0.098,457.29,-0.326,5,0,0.271,418.74,0,0.1141,0
C001030,SME owner,South East,12,1,7,-0.487,0,-0.506,334.58,-0.235,1,0,0.293,1028.61,0,0.6106,0
C001031,SME owner,Yorkshire,22,3,4,0.226,1,0.05,330.74,-0.236,6,0,0.142,788.75,0,0.1091,0
C001032,SME owner,Scotland,105,4,7,0.151,1,-0.172,739.39,-0.308,1,0,0.271,302.85,0,0.1141,0
C001033,Young professional,South East,28,1,17,0.026,1,0.219,745.02,-0.32,7,0,0.15,749.23,1,0.2891,1
C001034,Mass,Wales,88,4,4,-0.535,0,-0.219,430.57,-0.302,3,0,0.002,240.23,0,0.4875,1
C001035,Mass,North West,112,2,9,-0.021,1,-0.182,846.15,0.429,8,0,0.145,1177.38,1,0.0871,0
C001036,Mass,West Midlands,82,3,7,0.057,1,0.056,925.09,0.181,5,0,0.374,157.9,1,0.0871,0
C001037,Mass,South East,43,2,8,0.124,0,-0.329,513.92,0.077,0,1,0.077,285.76,0,0.4256,1
C001038,SME owner,Wales,113,1,9,-0.018,0,-0.224,443.63,-0.516,3,0,0.048,145.97,0,0.5622,0
C001039,Affluent,West Midlands,36,2,3,-0.47,1,0.189,2988.88,0.107,4,0,0.196,409.22,0,0.1824,0
C001040,Affluent,West Midlands,82,2,13,0.384,1,-0.359,1077.71,0.117,3,0,0.196,573.82,1,0.168,0
C001041,Student,Wales,30,3,8,0.075,1,0.112,126.34,0.033,6,0,0.042,144.82,1,0.1091,0
C001042,Mass,Scotland,80,1,8,0.089,1,-0.08,729.93,0.206,3,0,0.167,127.79,0,0.1419,0
C001043,Affluent,Scotland,104,1,11,0.338,0,-0.298,565.5,-0.324,2,0,0.027,305.31,0,0.5622,1
C001044,Student,Scotland,3,1,14,-0.164,0,-0.362,496.2,-0.216,1,0,0.287,232.79,1,0.4626,0
C001045,Affluent,Scotland,92,1,13,0.423,1,0.073,5532.76,0.27,3,0,0.157,166.46,1,0.1419,1
C001046,Student,Scotland,87,3,16,-0.38,1,-0.149,526.32,0.184,3,0,0.483,212.0,1,0.148,1
C001047,Affluent,North West,9,1,10,-0.016,1,-0.042,5247.3,0.015,9,0,0.178,152.78,1,0.1751,0
C001048,Mass,Scotland,63,5,12,0.274,0,-0.085,166.14,0.496,4,1,0.375,1018.01,0,0.1978,1
C001049,Young professional,Wales,9,4,9,-0.349,1,0.248,231.04,-0.055,4,0,0.227,247.65,0,0.1359,0
C001050,Young professional,Wales,92,1,8,-0.15,1,0.331,680.65,0.141,5,0,0.233,669.19,0,0.1419,0
C001051,Young professional,Scotland,30,3,9,-0.034,1,0.205,1092.15,0.094,4,0,0.179,77.85,1,0.1091,0
C001052,Student,South East,99,2,13,-0.2,1,0.106,1032.67,0.107,3,0,0.161,455.12,0,0.0871,0
C001053,Student,Wales,104,3,17,0.06,0,0.084,1279.69,-0.019,2,0,0.135,110.56,0,0.1545,0
C001054,SME owner,South East,67,2,12,-0.109,1,0.074,1061.61,-0.099,7,0,0.205,463.22,1,0.0871,0
C001055,Affluent,West Midlands,8,3,10,-0.046,1,-0.353,886.75,-0.385,2,0,0.08,832.54,0,0.3318,0
C001056,Affluent,North West,10,2,6,-0.054,1,-0.024,1081.94,0.164,4,0,0.589,144.75,0,0.1091,0
C001057,Mass,West Midlands,117,3,10,0.199,0,-0.202,1215.83,-0.086,0,0,0.279,636.81,1,0.2789,0
C001058,Mass,South East,15,2,9,-0.139,0,0.07,550.63,0.335,2,0,0.146,77.37,0,0.19,0
C001059,Mass,Scotland,51,1,9,0.026,1,-0.137,467.75,-0.297,5,0,0.084,283.61,1,0.1419,1
C001060,Mass,West Midlands,98,3,6,0.212,0,-0.128,330.5,0.062,3,0,0.03,256.73,0,0.1545,0
C001061,Mass,South East,105,4,6,0.445,1,-0.017,527.71,-0.058,2,0,0.539,1100.49,0,0.063,0
C001062,Affluent,Wales,24,4,9,-0.305,1,0.292,984.04,0.166,5,0,0.335,150.24,1,0.1359,1
C001063,SME owner,West Midlands,111,2,8,-0.104,1,-0.086,377.99,-0.288,4,0,0.228,516.35,1,0.0871,0
C001064,Mass,Yorkshire,99,5,4,-0.086,1,-0.1,175.3,-0.431,4,0,0.083,441.42,0,0.1141,0
C001065,Mass,West Midlands,32,2,8,-0.456,0,-0.119,517.89,-0.012,0,1,0.19,112.0,0,0.4502,1
C001066,Mass,North West,13,1,5,-0.142,1,0.021,987.59,-0.09,9,1,0.159,115.17,1,0.2891,1
C001067,Affluent,London,119,4,10,-0.221,0,0.032,451.48,-0.162,0,0,0.009,228.48,0,0.1141,0
C001068,Affluent,South East,4,3,10,-0.115,1,0.175,1807.07,0.096,6,0,0.196,506.99,1,0.1091,0
C001069,Mass,North West,33,5,4,-0.05,1,-0.305,4391.09,-0.171,5,0,0.088,114.82,1,0.1545,0
C001070,Affluent,West Midlands,41,3,11,-0.231,1,-0.124,1331.97,0.13,9,0,0.029,580.97,0,0.0871,0
C001071,Mass,Yorkshire,55,2,7,-0.149,0,-0.42,369.59,0.158,2,0,0.075,66.69,1,0.2789,1
C001072,Young professional,North West,100,3,6,0.251,1,-0.181,697.11,-0.196,0,0,0.563,56.31,1,0.0871,0
C001073,Mass,South East,70,1,4,-0.302,1,-0.229,480.1,0.087,4,0,0.24,195.32,0,0.3894,1
C001074,Affluent,Scotland,5,4,6,-0.084,1,0.042,791.1,0.315,4,0,0.105,271.51,0,0.0794,1
C001075,Affluent,South East,85,5,9,-0.121,1,-0.405,4224.12,-0.237,3,0,0.349,147.24,0,0.1246,0
C001076,Mass,Yorkshire,4,3,6,-0.071,1,-0.161,320.93,0.021,6,0,0.183,65.17,0,0.1091,0
C001077,Mass,Scotland,85,2,13,0.198,0,-0.185,359.01,-0.218,2,2,0.104,208.66,0,0.4013,0
C001078,Mass,Scotland,102,3,11,-0.24,1,-0.094,301.28,0.149,7,0,0.404,100.35,1,0.0871,0
C001079,Young professional,London,30,2,8,-0.282,0,-0.122,147.23,0.203,3,0,0.505,703.38,0,0.2994,0
C001080,Mass,West Midlands,25,1,12,0.24,1,-0.168,913.55,0.265,8,0,0.122,479.95,0,0.1751,0
C001081,Mass,South East,102,3,9,-0.267,1,-0.035,1330.33,-0.198,12,0,0.288,150.63,0,0.148,0
C001082,Affluent,Wales,118,1,9,-0.195,1,-0.111,2188.28,-0.214,7,1,0.263,473.41,0,0.2405,0
C001083,Mass,Scotland,115,1,9,0.237,0,-0.254,637.22,-0.374,1,0,0.056,254.73,1,0.5622,1
C001084,SME owner,West Midlands,54,5,7,-0.417,0,-0.109,409.24,-0.105,0,0,0.233,247.98,0,0.19,1
C001085,Mass,Yorkshire,42,1,10,0.005,1,0.113,3051.76,-0.064,4,0,0.194,306.46,0,0.1419,0
C001086,Mass,Yorkshire,101,1,7,-0.042,1,0.347,1095.63,-0.258,9,0,0.108,903.88,0,0.1419,0
C001087,Mass,Scotland,119,3,17,-0.188,1,-0.161,1167.03,-0.42,6,0,0.148,621.84,0,0.1545,0
C001088,Mass,London,75,1,10,-0.202,1,0.262,619.19,-0.277,3,1,0.114,744.72,0,0.2405,0
C001089,Young professional,North West,118,2,8,0.302,0,-0.249,250.33,0.084,3,0,0.114,713.53,1,0.2789,1
C001090,Affluent,North West,106,3,10,0.275,1,0.114,2205.75,0.029,6,0,0.048,601.42,0,0.0871,0
C001091,Affluent,London,109,1,9,-0.311,0,-0.119,708.17,-0.235,3,0,0.02,440.64,1,0.3659,1
C001092,Mass,Wales,17,1,7,-0.07,1,-0.093,563.9,-0.44,1,0,0.358,243.13,0,0.2891,0
C001093,Student,Wales,71,4,13,-0.281,1,0.023,1283.45,0.159,7,0,0.205,266.2,0,0.1091,0
C001094,Young professional,Wales,71,3,7,-0.06,1,-0.266,1219.5,-0.026,4,0,0.385,100.34,0,0.168,0
C001095,Affluent,West Midlands,2,4,8,0.075,1,0.107,2309.79,0.079,7,0,0.496,554.51,0,0.0794,0
C001096,Young professional,Yorkshire,54,2,12,-0.171,0,-0.041,792.23,0.12,0,0,0.441,192.6,0,0.1545,0
C001097,Affluent,West Midlands,107,2,6,0.005,1,-0.006,1448.61,0.418,9,0,0.268,890.44,1,0.0871,0
C001098,Mass,London,120,1,6,-0.147,1,-0.126,156.15,-0.415,7,0,0.102,161.53,1,0.2405,0
C001099,Student,Wales,94,4,17,0.129,0,-0.376,709.33,0.131,2,0,0.131,192.28,0,0.2142,0
C001100,Affluent,London,60,2,7,0.144,0,-0.176,5135.73,0.282,2,0,0.336,182.7,1,0.1545,0
C001101,Mass,West Midlands,108,1,5,-0.202,0,0.055,444.27,-0.041,2,0,0.375,49.94,0,0.2405,0
C001102,Affluent,Yorkshire,101,1,10,-0.072,1,-0.029,1440.65,0.192,3,0,0.421,877.94,0,0.1419,0
C001103,Mass,Yorkshire,32,1,9,0.054,0,-0.209,685.61,0.015,3,0,0.202,225.82,0,0.4626,1
C001104,Mass,Scotland,40,3,8,0.421,1,0.307,625.46,-0.113,2,0,0.48,236.37,1,0.0871,0
C001105,Mass,Wales,32,2,7,0.011,1,-0.152,3055.26,0.261,7,0,0.3,596.86,0,0.1091,0
C001106,Mass,North West,35,1,9,-0.124,1,-0.063,1411.2,0.574,4,0,0.29,480.82,1,0.1751,1
C001107,Young professional,North West,89,3,12,-0.383,0,-0.108,497.99,-0.052,3,0,0.166,398.25,1,0.2497,0
C001108,Student,Wales,42,2,8,-0.131,1,-0.048,511.27,-0.059,4,0,0.531,562.46,1,0.0871,0
C001109,Affluent,West Midlands,98,1,10,-0.394,1,0.127,1790.43,-0.293,3,0,0.462,175.51,0,0.2315,1
